research_status,decision_unit_id,governed_project_name,presentation_category,source_department,source_domain,candidate_source_title,source_url,arcgis_item_id,arcgis_service_id,layer_id,feature_object_id,source_agency,geometry_type,geometry_origin,source_date,last_updated_date,historically_compatible_with_2026_01_21,historical_fit_judgment,match_identifiers,match_method,match_confidence,ambiguity_flag,ambiguity_notes,multiple_possible_features,governance_eligibility,display_role,secondary_evidence,research_notes
CANDIDATE / RESEARCH / NOT YET GOVERNED,watershed/5789.141,Boggy Creek - Oakwood Cemetery Storm Drain Improvements,Watershed,Watershed Protection,Watershed Protection,WPD CIP Projects (Points for display only),https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/WPD%20CIP%20Projects%20(Points%20for%20display%20only)/FeatureServer/0,1ccd6a4f4f424a73b3b99c82052b8fcb,WPD CIP Projects (Points for display only),0,277,City of Austin,point,source-native,2026-01-21,2024-08-05T17:17:21Z,YES_EXACT_SNAPSHOT_DATE,"YES_EXACT_SNAPSHOT_DATE: feature FME_DATE 2026-01-21T19:05:24.597000Z; geometry is a City display point, not an engineering footprint",governed CIP ID 5789.141; GIS CIP_ID 5789.141; GIS name Boggy Creek - Oakwood Cemetery Storm Drain Improvements,Exact three-decimal CIP/subproject identifier; official project display feature,HIGH,false,,true,ELIGIBLE_FOR_GOVERNANCE_REVIEW,OFFICIAL_PROJECT_DISPLAY_POINT,Capital Projects Explorer exact ID; row row-gpzi~yqru-4sx5; 1 shape(s) ['MultiPolygon']; updated 2026-08-19T13:46:06.522Z; https://capitalprojects.austintexas.gov/api/projects.json,The source title explicitly says 'Points for display only'; suitable only as a project display location after governance review.
CANDIDATE / RESEARCH / NOT YET GOVERNED,watershed/5789.145,Williamson Creek - Brassiewood Dr Ph 3 Neighborhood Stormdrain Improvements,Watershed,Watershed Protection,Watershed Protection,WPD CIP Projects (Points for display only),https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/WPD%20CIP%20Projects%20(Points%20for%20display%20only)/FeatureServer/0,1ccd6a4f4f424a73b3b99c82052b8fcb,WPD CIP Projects (Points for display only),0,320,City of Austin,point,source-native,2026-01-21,2024-08-05T17:17:21Z,YES_EXACT_SNAPSHOT_DATE,"YES_EXACT_SNAPSHOT_DATE: feature FME_DATE 2026-01-21T19:05:24.634000Z; geometry is a City display point, not an engineering footprint",governed CIP ID 5789.145; GIS CIP_ID 5789.145; GIS name Williamson Creek - Brassiewood Dr Ph 3 Neighborhood Stormdrain Improvements,Exact three-decimal CIP/subproject identifier; official project display feature,HIGH,false,,false,ELIGIBLE_FOR_GOVERNANCE_REVIEW,OFFICIAL_PROJECT_DISPLAY_POINT,,The source title explicitly says 'Points for display only'; suitable only as a project display location after governance review.
CANDIDATE / RESEARCH / NOT YET GOVERNED,watershed/5789.146,East Bouldin - Annie Street Flood Risk Reduction Project - Phase 2,Watershed,Watershed Protection,Watershed Protection,WPD CIP Projects (Points for display only),https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/WPD%20CIP%20Projects%20(Points%20for%20display%20only)/FeatureServer/0,1ccd6a4f4f424a73b3b99c82052b8fcb,WPD CIP Projects (Points for display only),0,332,City of Austin,point,source-native,2026-01-21,2024-08-05T17:17:21Z,YES_EXACT_SNAPSHOT_DATE,"YES_EXACT_SNAPSHOT_DATE: feature FME_DATE 2026-01-21T19:05:24.635000Z; geometry is a City display point, not an engineering footprint",governed CIP ID 5789.146; GIS CIP_ID 5789.146; GIS name East Bouldin - Annie Street Flood Risk Reduction Project - Phase 2,Exact three-decimal CIP/subproject identifier; official project display feature,HIGH,false,,false,ELIGIBLE_FOR_GOVERNANCE_REVIEW,OFFICIAL_PROJECT_DISPLAY_POINT,,The source title explicitly says 'Points for display only'; suitable only as a project display location after governance review.
CANDIDATE / RESEARCH / NOT YET GOVERNED,watershed/5789.150,Lady Bird Lake – Citywide Storm Drain Renewal Program – Phase 1,Watershed,Watershed Protection,Watershed Protection,WPD CIP Projects (Points for display only),https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/WPD%20CIP%20Projects%20(Points%20for%20display%20only)/FeatureServer/0,1ccd6a4f4f424a73b3b99c82052b8fcb,WPD CIP Projects (Points for display only),0,364,City of Austin,point,source-native,2026-01-21,2024-08-05T17:17:21Z,YES_EXACT_SNAPSHOT_DATE,"YES_EXACT_SNAPSHOT_DATE: feature FME_DATE 2026-01-21T19:05:24.635000Z; geometry is a City display point, not an engineering footprint",governed CIP ID 5789.150; GIS CIP_ID 5789.15; GIS name Lady Bird Lake – Citywide Storm Drain Renewal Program – Phase 1,Exact three-decimal CIP/subproject identifier; official project display feature,HIGH,true,"The official point is valid source evidence, but the decision unit is a citywide renewal program; a single point could imply false geographic precision without an approved display-semantic rule.",true,HOLD_DISPLAY_SEMANTICS_REVIEW,OFFICIAL_PROJECT_DISPLAY_POINT,Capital Projects Explorer exact ID; row row-t929~whub.f8df; 1 shape(s) ['MultiPolygon']; updated 2026-08-19T13:46:06.522Z; https://capitalprojects.austintexas.gov/api/projects.json,The source title explicitly says 'Points for display only'; suitable only as a project display location after governance review.
CANDIDATE / RESEARCH / NOT YET GOVERNED,watershed/5848.053,Boggy Creek - Clarkson Tributary Rehabilitation,Watershed,Watershed Protection,Watershed Protection,WPD CIP Projects (Points for display only),https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/WPD%20CIP%20Projects%20(Points%20for%20display%20only)/FeatureServer/0,1ccd6a4f4f424a73b3b99c82052b8fcb,WPD CIP Projects (Points for display only),0,249,City of Austin,point,source-native,2026-01-21,2024-08-05T17:17:21Z,YES_EXACT_SNAPSHOT_DATE,"YES_EXACT_SNAPSHOT_DATE: feature FME_DATE 2026-01-21T19:05:24.597000Z; geometry is a City display point, not an engineering footprint",governed CIP ID 5848.053; GIS CIP_ID 5848.053; GIS name Boggy Creek - Clarkson Tributary Rehabilitation,Exact three-decimal CIP/subproject identifier; official project display feature,HIGH,false,,true,ELIGIBLE_FOR_GOVERNANCE_REVIEW,OFFICIAL_PROJECT_DISPLAY_POINT,Capital Projects Explorer exact ID; row row-8mrb-frmc_jyjq; 1 shape(s) ['MultiPolygon']; updated 2026-08-19T13:46:06.522Z; https://capitalprojects.austintexas.gov/api/projects.json | RNA Projects layer 8 exact ID; OBJECTID 140; esriGeometryPolygon; snapshot 2026-09-01; https://maps.austintexas.gov/arcgis/rest/services/LongRangeCIP/RNAProjects/MapServer/8,The source title explicitly says 'Points for display only'; suitable only as a project display location after governance review.
CANDIDATE / RESEARCH / NOT YET GOVERNED,watershed/5848.070,Shoal Creek - Grover Channel Stabilization (from Brentwood PER),Watershed,Watershed Protection,Watershed Protection,WPD CIP Projects (Points for display only),https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/WPD%20CIP%20Projects%20(Points%20for%20display%20only)/FeatureServer/0,1ccd6a4f4f424a73b3b99c82052b8fcb,WPD CIP Projects (Points for display only),0,329,City of Austin,point,source-native,2026-01-21,2024-08-05T17:17:21Z,YES_EXACT_SNAPSHOT_DATE,"YES_EXACT_SNAPSHOT_DATE: feature FME_DATE 2026-01-21T19:05:24.635000Z; geometry is a City display point, not an engineering footprint",governed CIP ID 5848.070; GIS CIP_ID 5848.07; GIS name Shoal Creek - Grover Channel Stabilization (from Brentwood PER),Exact three-decimal CIP/subproject identifier; official project display feature,HIGH,false,,false,ELIGIBLE_FOR_GOVERNANCE_REVIEW,OFFICIAL_PROJECT_DISPLAY_POINT,,The source title explicitly says 'Points for display only'; suitable only as a project display location after governance review.
CANDIDATE / RESEARCH / NOT YET GOVERNED,watershed/5848.071,Walnut Creek - Wells Branch Willow Bend Stream Restoration,Watershed,Watershed Protection,Watershed Protection,WPD CIP Projects (Points for display only),https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/WPD%20CIP%20Projects%20(Points%20for%20display%20only)/FeatureServer/0,1ccd6a4f4f424a73b3b99c82052b8fcb,WPD CIP Projects (Points for display only),0,216,City of Austin,point,source-native,2026-01-21,2024-08-05T17:17:21Z,YES_EXACT_SNAPSHOT_DATE,"YES_EXACT_SNAPSHOT_DATE: feature FME_DATE 2026-01-21T19:05:24.569000Z; geometry is a City display point, not an engineering footprint",governed CIP ID 5848.071; GIS CIP_ID 5848.071; GIS name Walnut Creek - Wells Branch Willow Bend Stream Restoration,Exact three-decimal CIP/subproject identifier; official project display feature,HIGH,false,,true,ELIGIBLE_FOR_GOVERNANCE_REVIEW,OFFICIAL_PROJECT_DISPLAY_POINT,Capital Projects Explorer exact ID; row row-nx3b~vzek_xyv7; 1 shape(s) ['MultiPolygon']; updated 2026-08-19T13:46:06.522Z; https://capitalprojects.austintexas.gov/api/projects.json | RNA Projects layer 8 exact ID; OBJECTID 48; esriGeometryPolygon; snapshot 2026-09-01; https://maps.austintexas.gov/arcgis/rest/services/LongRangeCIP/RNAProjects/MapServer/8,The source title explicitly says 'Points for display only'; suitable only as a project display location after governance review.
CANDIDATE / RESEARCH / NOT YET GOVERNED,watershed/5848.087,Barton Creek Tributary - Sunken Gardens Erosion Protection,Watershed,Watershed Protection,Watershed Protection,WPD CIP Projects (Points for display only),https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/WPD%20CIP%20Projects%20(Points%20for%20display%20only)/FeatureServer/0,1ccd6a4f4f424a73b3b99c82052b8fcb,WPD CIP Projects (Points for display only),0,292,City of Austin,point,source-native,2026-01-21,2024-08-05T17:17:21Z,YES_EXACT_SNAPSHOT_DATE,"YES_EXACT_SNAPSHOT_DATE: feature FME_DATE 2026-01-21T19:05:24.597000Z; geometry is a City display point, not an engineering footprint",governed CIP ID 5848.087; GIS CIP_ID 5848.087; GIS name Barton Creek Tributary - Sunken Gardens Erosion Protection,Exact three-decimal CIP/subproject identifier; official project display feature,HIGH,false,,true,ELIGIBLE_FOR_GOVERNANCE_REVIEW,OFFICIAL_PROJECT_DISPLAY_POINT,Capital Projects Explorer exact ID; row row-ek3w_ft7e-jzfa; 1 shape(s) ['MultiPolygon']; updated 2026-08-19T13:46:06.522Z; https://capitalprojects.austintexas.gov/api/projects.json,The source title explicitly says 'Points for display only'; suitable only as a project display location after governance review.
CANDIDATE / RESEARCH / NOT YET GOVERNED,watershed/5848.091,Walnut Creek - Eubank Tributary Stream Stabilization,Watershed,Watershed Protection,Watershed Protection,WPD CIP Projects (Points for display only),https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/WPD%20CIP%20Projects%20(Points%20for%20display%20only)/FeatureServer/0,1ccd6a4f4f424a73b3b99c82052b8fcb,WPD CIP Projects (Points for display only),0,316,City of Austin,point,source-native,2026-01-21,2024-08-05T17:17:21Z,YES_EXACT_SNAPSHOT_DATE,"YES_EXACT_SNAPSHOT_DATE: feature FME_DATE 2026-01-21T19:05:24.634000Z; geometry is a City display point, not an engineering footprint",governed CIP ID 5848.091; GIS CIP_ID 5848.091; GIS name Walnut Creek - Eubank Tributary Stream Stabilization,Exact three-decimal CIP/subproject identifier; official project display feature,HIGH,false,,true,ELIGIBLE_FOR_GOVERNANCE_REVIEW,OFFICIAL_PROJECT_DISPLAY_POINT,Capital Projects Explorer exact ID; row row-nkw9~8zry_v8mp; 1 shape(s) ['MultiPolygon']; updated 2026-08-19T13:46:06.522Z; https://capitalprojects.austintexas.gov/api/projects.json,The source title explicitly says 'Points for display only'; suitable only as a project display location after governance review.
CANDIDATE / RESEARCH / NOT YET GOVERNED,watershed/5848.092,Little Walnut Creek - Loyola Lane & Dottie Jordan Park Stream Stabilization,Watershed,Watershed Protection,Watershed Protection,WPD CIP Projects (Points for display only),https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/WPD%20CIP%20Projects%20(Points%20for%20display%20only)/FeatureServer/0,1ccd6a4f4f424a73b3b99c82052b8fcb,WPD CIP Projects (Points for display only),0,324,City of Austin,point,source-native,2026-01-21,2024-08-05T17:17:21Z,YES_EXACT_SNAPSHOT_DATE,"YES_EXACT_SNAPSHOT_DATE: feature FME_DATE 2026-01-21T19:05:24.634000Z; geometry is a City display point, not an engineering footprint",governed CIP ID 5848.092; GIS CIP_ID 5848.092; GIS name Little Walnut Creek - Loyola Lane & Dottie Jordan Park Stream Stabilization,Exact three-decimal CIP/subproject identifier; official project display feature,HIGH,false,,true,ELIGIBLE_FOR_GOVERNANCE_REVIEW,OFFICIAL_PROJECT_DISPLAY_POINT,Capital Projects Explorer exact ID; row row-n4b7.qfgx.kc44; 1 shape(s) ['MultiPolygon']; updated 2026-08-19T13:46:06.522Z; https://capitalprojects.austintexas.gov/api/projects.json,The source title explicitly says 'Points for display only'; suitable only as a project display location after governance review.
CANDIDATE / RESEARCH / NOT YET GOVERNED,watershed/6039.109,Shoal Creek - Brentwood Integrated Drainage Improvements,Watershed,Watershed Protection,Watershed Protection,WPD CIP Projects (Points for display only),https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/WPD%20CIP%20Projects%20(Points%20for%20display%20only)/FeatureServer/0,1ccd6a4f4f424a73b3b99c82052b8fcb,WPD CIP Projects (Points for display only),0,219,City of Austin,point,source-native,2026-01-21,2024-08-05T17:17:21Z,YES_EXACT_SNAPSHOT_DATE,"YES_EXACT_SNAPSHOT_DATE: feature FME_DATE 2026-01-21T19:05:24.569000Z; geometry is a City display point, not an engineering footprint",governed CIP ID 6039.109; GIS CIP_ID 6039.109; GIS name Shoal Creek - Brentwood Integrated Drainage Improvements,Exact three-decimal CIP/subproject identifier; official project display feature,HIGH,false,,true,ELIGIBLE_FOR_GOVERNANCE_REVIEW,OFFICIAL_PROJECT_DISPLAY_POINT,RNA Projects layer 8 exact ID; OBJECTID 339; esriGeometryPolygon; snapshot 2026-09-01; https://maps.austintexas.gov/arcgis/rest/services/LongRangeCIP/RNAProjects/MapServer/8,The source title explicitly says 'Points for display only'; suitable only as a project display location after governance review.
CANDIDATE / RESEARCH / NOT YET GOVERNED,watershed/7492.011,Walnut Creek - Duval East and Duval West Dam Modernization,Watershed,Watershed Protection,Watershed Protection,WPD CIP Projects (Points for display only),https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/WPD%20CIP%20Projects%20(Points%20for%20display%20only)/FeatureServer/0,1ccd6a4f4f424a73b3b99c82052b8fcb,WPD CIP Projects (Points for display only),0,230,City of Austin,point,source-native,2026-01-21,2024-08-05T17:17:21Z,YES_EXACT_SNAPSHOT_DATE,"YES_EXACT_SNAPSHOT_DATE: feature FME_DATE 2026-01-21T19:05:24.569000Z; geometry is a City display point, not an engineering footprint",governed CIP ID 7492.011; GIS CIP_ID 7492.011; GIS name Walnut Creek - Duval East and Duval West Dam Modernization,Exact three-decimal CIP/subproject identifier; official project display feature,HIGH,false,,true,ELIGIBLE_FOR_GOVERNANCE_REVIEW,OFFICIAL_PROJECT_DISPLAY_POINT,Capital Projects Explorer exact ID; row row-qnfh~4hut-3e8k; 1 shape(s) ['MultiPolygon']; updated 2026-08-19T13:46:06.522Z; https://capitalprojects.austintexas.gov/api/projects.json | RNA Projects layer 8 exact ID; OBJECTID 498; esriGeometryPolygon; snapshot 2026-09-01; https://maps.austintexas.gov/arcgis/rest/services/LongRangeCIP/RNAProjects/MapServer/8,The source title explicitly says 'Points for display only'; suitable only as a project display location after governance review.
CANDIDATE / RESEARCH / NOT YET GOVERNED,watershed/7492.032,Shoal Creek - Northwest Park Dam Rehabilitation and Modernization,Watershed,Watershed Protection,Watershed Protection,WPD CIP Projects (Points for display only),https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/WPD%20CIP%20Projects%20(Points%20for%20display%20only)/FeatureServer/0,1ccd6a4f4f424a73b3b99c82052b8fcb,WPD CIP Projects (Points for display only),0,211,City of Austin,point,source-native,2026-01-21,2024-08-05T17:17:21Z,YES_EXACT_SNAPSHOT_DATE,"YES_EXACT_SNAPSHOT_DATE: feature FME_DATE 2026-01-21T19:05:24.569000Z; geometry is a City display point, not an engineering footprint",governed CIP ID 7492.032; GIS CIP_ID 7492.032; GIS name Shoal Creek - Northwest Park Dam Rehabilitation and Modernization,Exact three-decimal CIP/subproject identifier; official project display feature,HIGH,false,,true,ELIGIBLE_FOR_GOVERNANCE_REVIEW,OFFICIAL_PROJECT_DISPLAY_POINT,Capital Projects Explorer exact ID; row row-mzne-sr7d.x7ad; 1 shape(s) ['MultiPolygon']; updated 2026-08-19T13:46:06.522Z; https://capitalprojects.austintexas.gov/api/projects.json | RNA Projects layer 8 exact ID; OBJECTID 197; esriGeometryPolygon; snapshot 2026-09-01; https://maps.austintexas.gov/arcgis/rest/services/LongRangeCIP/RNAProjects/MapServer/8,The source title explicitly says 'Points for display only'; suitable only as a project display location after governance review.
CANDIDATE / RESEARCH / NOT YET GOVERNED,watershed/7492.045,Bull Creek - Bintliff Dr Dam Modernization,Watershed,Watershed Protection,Watershed Protection,WPD CIP Projects (Points for display only),https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/WPD%20CIP%20Projects%20(Points%20for%20display%20only)/FeatureServer/0,1ccd6a4f4f424a73b3b99c82052b8fcb,WPD CIP Projects (Points for display only),0,333,City of Austin,point,source-native,2026-01-21,2024-08-05T17:17:21Z,YES_EXACT_SNAPSHOT_DATE,"YES_EXACT_SNAPSHOT_DATE: feature FME_DATE 2026-01-21T19:05:24.635000Z; geometry is a City display point, not an engineering footprint",governed CIP ID 7492.045; GIS CIP_ID 7492.045; GIS name Bull Creek - Bintliff Dr Dam Modernization,Exact three-decimal CIP/subproject identifier; official project display feature,HIGH,false,,false,ELIGIBLE_FOR_GOVERNANCE_REVIEW,OFFICIAL_PROJECT_DISPLAY_POINT,,The source title explicitly says 'Points for display only'; suitable only as a project display location after governance review.
CANDIDATE / RESEARCH / NOT YET GOVERNED,watershed/8598.014,Boggy Creek - MLK TOD Stormwater Conveyance Improvements Phase 3,Watershed,Watershed Protection,Watershed Protection,WPD CIP Projects (Points for display only),https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/WPD%20CIP%20Projects%20(Points%20for%20display%20only)/FeatureServer/0,1ccd6a4f4f424a73b3b99c82052b8fcb,WPD CIP Projects (Points for display only),0,267,City of Austin,point,source-native,2026-01-21,2024-08-05T17:17:21Z,YES_EXACT_SNAPSHOT_DATE,"YES_EXACT_SNAPSHOT_DATE: feature FME_DATE 2026-01-21T19:05:24.597000Z; geometry is a City display point, not an engineering footprint",governed CIP ID 8598.014; GIS CIP_ID 8598.014; GIS name Boggy Creek - MLK TOD Stormwater Conveyance Improvements Phase 3,Exact three-decimal CIP/subproject identifier; official project display feature,HIGH,false,,true,ELIGIBLE_FOR_GOVERNANCE_REVIEW,OFFICIAL_PROJECT_DISPLAY_POINT,Capital Projects Explorer exact ID; row row-nnh9~as5r.b3qw; 1 shape(s) ['MultiPolygon']; updated 2026-08-19T13:46:06.522Z; https://capitalprojects.austintexas.gov/api/projects.json,The source title explicitly says 'Points for display only'; suitable only as a project display location after governance review.
CANDIDATE / RESEARCH / NOT YET GOVERNED,watershed/9999.235,Walnut Creek - Oak Creek Drive Low Water Crossing,Watershed,Watershed Protection,Watershed Protection,WPD CIP Projects (Points for display only),https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/WPD%20CIP%20Projects%20(Points%20for%20display%20only)/FeatureServer/0,1ccd6a4f4f424a73b3b99c82052b8fcb,WPD CIP Projects (Points for display only),0,323,City of Austin,point,source-native,2026-01-21,2024-08-05T17:17:21Z,YES_EXACT_SNAPSHOT_DATE,"YES_EXACT_SNAPSHOT_DATE: feature FME_DATE 2026-01-21T19:05:24.634000Z; geometry is a City display point, not an engineering footprint","governed CIP ID 9999.235; GIS CIP_ID 9999.235; GIS name Walnut Creek - Oak Creek Drive Low Water Crossing
",Exact three-decimal CIP/subproject identifier; official project display feature,HIGH,false,,false,ELIGIBLE_FOR_GOVERNANCE_REVIEW,OFFICIAL_PROJECT_DISPLAY_POINT,,The source title explicitly says 'Points for display only'; suitable only as a project display location after governance review.
CANDIDATE / RESEARCH / NOT YET GOVERNED,watershed/9999.236,"Johnson Creek - 11th, 12th & Meridian St Low Water Crossings",Watershed,Watershed Protection,Watershed Protection,WPD CIP Projects (Points for display only),https://services.arcgis.com/0L95CJ0VTaxqcmED/arcgis/rest/services/WPD%20CIP%20Projects%20(Points%20for%20display%20only)/FeatureServer/0,1ccd6a4f4f424a73b3b99c82052b8fcb,WPD CIP Projects (Points for display only),0,322,City of Austin,point,source-native,2026-01-21,2024-08-05T17:17:21Z,YES_EXACT_SNAPSHOT_DATE,"YES_EXACT_SNAPSHOT_DATE: feature FME_DATE 2026-01-21T19:05:24.634000Z; geometry is a City display point, not an engineering footprint","governed CIP ID 9999.236; GIS CIP_ID 9999.236; GIS name Johnson Creek - 11th, 12th & Meridian St Low Water Crossings
",Exact three-decimal CIP/subproject identifier; official project display feature,HIGH,false,,false,ELIGIBLE_FOR_GOVERNANCE_REVIEW,OFFICIAL_PROJECT_DISPLAY_POINT,,The source title explicitly says 'Points for display only'; suitable only as a project display location after governance review.
